client,benchmark,iteration,value_ns,success,error,param_size,param_messages,param_concurrency
simple,publish_latency,0,1303000,True,,256B,,
simple,publish_latency,1,1564900,True,,256B,,
simple,publish_latency,2,1233000,True,,256B,,
simple,publish_latency,3,1151600,True,,256B,,
simple,publish_latency,4,1107700,True,,256B,,
simple,publish_latency,5,1115200,True,,256B,,
simple,publish_latency,6,1328500,True,,256B,,
simple,publish_latency,7,1459100,True,,256B,,
simple,publish_latency,8,1126300,True,,256B,,
simple,publish_latency,9,1251600,True,,256B,,
simple,publish_latency,10,1234500,True,,256B,,
simple,publish_latency,11,1123300,True,,256B,,
simple,publish_latency,12,1131700,True,,256B,,
simple,publish_latency,13,1196100,True,,256B,,
simple,publish_latency,14,1478500,True,,256B,,
simple,publish_latency,15,1252500,True,,256B,,
simple,publish_latency,16,1192000,True,,256B,,
simple,publish_latency,17,1193400,True,,256B,,
simple,publish_latency,18,1129000,True,,256B,,
simple,publish_latency,19,1365100,True,,256B,,
simple,publish_latency,20,1120800,True,,256B,,
simple,publish_latency,21,1121800,True,,256B,,
simple,publish_latency,22,1442200,True,,256B,,
simple,publish_latency,23,1120600,True,,256B,,
simple,publish_latency,24,1151700,True,,256B,,
simple,publish_latency,25,1176100,True,,256B,,
simple,publish_latency,26,1114300,True,,256B,,
simple,publish_latency,27,1171100,True,,256B,,
simple,publish_latency,28,1249000,True,,256B,,
simple,publish_latency,29,1199200,True,,256B,,
simple,publish_latency,30,1107400,True,,256B,,
simple,publish_latency,31,1127000,True,,256B,,
simple,publish_latency,32,1370600,True,,256B,,
simple,publish_latency,33,1502500,True,,256B,,
simple,publish_latency,34,1146700,True,,256B,,
simple,publish_latency,35,1106800,True,,256B,,
simple,publish_latency,36,1138500,True,,256B,,
simple,publish_latency,37,1168700,True,,256B,,
simple,publish_latency,38,1156300,True,,256B,,
simple,publish_latency,39,1123400,True,,256B,,
simple,publish_latency,40,1110000,True,,256B,,
simple,publish_latency,41,1168400,True,,256B,,
simple,publish_latency,42,1147200,True,,256B,,
simple,publish_latency,43,1110000,True,,256B,,
simple,publish_latency,44,1111800,True,,256B,,
simple,publish_latency,45,1166600,True,,256B,,
simple,publish_latency,46,1137900,True,,256B,,
simple,publish_latency,47,1102700,True,,256B,,
simple,publish_latency,48,1154300,True,,256B,,
simple,publish_latency,49,1110000,True,,256B,,
simple,publish_latency,0,1149400,True,,1KB,,
simple,publish_latency,1,1182900,True,,1KB,,
simple,publish_latency,2,1112900,True,,1KB,,
simple,publish_latency,3,1192800,True,,1KB,,
simple,publish_latency,4,1141300,True,,1KB,,
simple,publish_latency,5,1111000,True,,1KB,,
simple,publish_latency,6,1086700,True,,1KB,,
simple,publish_latency,7,1135100,True,,1KB,,
simple,publish_latency,8,1099900,True,,1KB,,
simple,publish_latency,9,1102600,True,,1KB,,
simple,publish_latency,10,1090300,True,,1KB,,
simple,publish_latency,11,1174900,True,,1KB,,
simple,publish_latency,12,1156200,True,,1KB,,
simple,publish_latency,13,1098200,True,,1KB,,
simple,publish_latency,14,1285700,True,,1KB,,
simple,publish_latency,15,1072300,True,,1KB,,
simple,publish_latency,16,1108200,True,,1KB,,
simple,publish_latency,17,1197200,True,,1KB,,
simple,publish_latency,18,1077900,True,,1KB,,
simple,publish_latency,19,1068500,True,,1KB,,
simple,publish_latency,20,1065600,True,,1KB,,
simple,publish_latency,21,1102400,True,,1KB,,
simple,publish_latency,22,1107800,True,,1KB,,
simple,publish_latency,23,1108400,True,,1KB,,
simple,publish_latency,24,1107100,True,,1KB,,
simple,publish_latency,25,1113100,True,,1KB,,
simple,publish_latency,26,1089300,True,,1KB,,
simple,publish_latency,27,1089000,True,,1KB,,
simple,publish_latency,28,1090900,True,,1KB,,
simple,publish_latency,29,1060800,True,,1KB,,
simple,publish_latency,30,1050700,True,,1KB,,
simple,publish_latency,31,1695700,True,,1KB,,
simple,publish_latency,32,1229600,True,,1KB,,
simple,publish_latency,33,1128200,True,,1KB,,
simple,publish_latency,34,1136100,True,,1KB,,
simple,publish_latency,35,1128500,True,,1KB,,
simple,publish_latency,36,1093000,True,,1KB,,
simple,publish_latency,37,1113500,True,,1KB,,
simple,publish_latency,38,1108100,True,,1KB,,
simple,publish_latency,39,1135200,True,,1KB,,
simple,publish_latency,40,1078200,True,,1KB,,
simple,publish_latency,41,1086400,True,,1KB,,
simple,publish_latency,42,1076300,True,,1KB,,
simple,publish_latency,43,1088000,True,,1KB,,
simple,publish_latency,44,1361300,True,,1KB,,
simple,publish_latency,45,1132900,True,,1KB,,
simple,publish_latency,46,1232400,True,,1KB,,
simple,publish_latency,47,1125800,True,,1KB,,
simple,publish_latency,48,1161600,True,,1KB,,
simple,publish_latency,49,1106600,True,,1KB,,
simple,publish_latency,0,1198200,True,,2KB,,
simple,publish_latency,1,1330600,True,,2KB,,
simple,publish_latency,2,1175000,True,,2KB,,
simple,publish_latency,3,1098500,True,,2KB,,
simple,publish_latency,4,1104300,True,,2KB,,
simple,publish_latency,5,1078900,True,,2KB,,
simple,publish_latency,6,1122800,True,,2KB,,
simple,publish_latency,7,1179100,True,,2KB,,
simple,publish_latency,8,1212600,True,,2KB,,
simple,publish_latency,9,1050600,True,,2KB,,
simple,publish_latency,10,1098400,True,,2KB,,
simple,publish_latency,11,1079000,True,,2KB,,
simple,publish_latency,12,1099700,True,,2KB,,
simple,publish_latency,13,1091300,True,,2KB,,
simple,publish_latency,14,1049400,True,,2KB,,
simple,publish_latency,15,1092700,True,,2KB,,
simple,publish_latency,16,1175400,True,,2KB,,
simple,publish_latency,17,1100300,True,,2KB,,
simple,publish_latency,18,1094600,True,,2KB,,
simple,publish_latency,19,1117000,True,,2KB,,
simple,publish_latency,20,1088800,True,,2KB,,
simple,publish_latency,21,1089100,True,,2KB,,
simple,publish_latency,22,1031900,True,,2KB,,
simple,publish_latency,23,1159500,True,,2KB,,
simple,publish_latency,24,1122300,True,,2KB,,
simple,publish_latency,25,1095600,True,,2KB,,
simple,publish_latency,26,1078400,True,,2KB,,
simple,publish_latency,27,1071900,True,,2KB,,
simple,publish_latency,28,1055600,True,,2KB,,
simple,publish_latency,29,1097400,True,,2KB,,
simple,publish_latency,30,1127600,True,,2KB,,
simple,publish_latency,31,1079400,True,,2KB,,
simple,publish_latency,32,1053700,True,,2KB,,
simple,publish_latency,33,1094500,True,,2KB,,
simple,publish_latency,34,1082400,True,,2KB,,
simple,publish_latency,35,1053500,True,,2KB,,
simple,publish_latency,36,1034900,True,,2KB,,
simple,publish_latency,37,1044600,True,,2KB,,
simple,publish_latency,38,1037700,True,,2KB,,
simple,publish_latency,39,1090500,True,,2KB,,
simple,publish_latency,40,1052100,True,,2KB,,
simple,publish_latency,41,1030000,True,,2KB,,
simple,publish_latency,42,1070300,True,,2KB,,
simple,publish_latency,43,1107300,True,,2KB,,
simple,publish_latency,44,1306400,True,,2KB,,
simple,publish_latency,45,1272500,True,,2KB,,
simple,publish_latency,46,1071700,True,,2KB,,
simple,publish_latency,47,1068600,True,,2KB,,
simple,publish_latency,48,1080800,True,,2KB,,
simple,publish_latency,49,1089000,True,,2KB,,
simple,consume_latency,0,688200,True,,256B,,
simple,consume_latency,1,621500,True,,256B,,
simple,consume_latency,2,623500,True,,256B,,
simple,consume_latency,3,779600,True,,256B,,
simple,consume_latency,4,702400,True,,256B,,
simple,consume_latency,5,631100,True,,256B,,
simple,consume_latency,6,611100,True,,256B,,
simple,consume_latency,7,607500,True,,256B,,
simple,consume_latency,8,598700,True,,256B,,
simple,consume_latency,9,675100,True,,256B,,
simple,consume_latency,10,648600,True,,256B,,
simple,consume_latency,11,679500,True,,256B,,
simple,consume_latency,12,618600,True,,256B,,
simple,consume_latency,13,638000,True,,256B,,
simple,consume_latency,14,784700,True,,256B,,
simple,consume_latency,15,643000,True,,256B,,
simple,consume_latency,16,658000,True,,256B,,
simple,consume_latency,17,686600,True,,256B,,
simple,consume_latency,18,638000,True,,256B,,
simple,consume_latency,19,615100,True,,256B,,
simple,consume_latency,20,664000,True,,256B,,
simple,consume_latency,21,635600,True,,256B,,
simple,consume_latency,22,633300,True,,256B,,
simple,consume_latency,23,633900,True,,256B,,
simple,consume_latency,24,623200,True,,256B,,
simple,consume_latency,25,639100,True,,256B,,
simple,consume_latency,26,635400,True,,256B,,
simple,consume_latency,27,648900,True,,256B,,
simple,consume_latency,28,633500,True,,256B,,
simple,consume_latency,29,630200,True,,256B,,
simple,consume_latency,30,631400,True,,256B,,
simple,consume_latency,31,613200,True,,256B,,
simple,consume_latency,32,851500,True,,256B,,
simple,consume_latency,33,637400,True,,256B,,
simple,consume_latency,34,625600,True,,256B,,
simple,consume_latency,35,606400,True,,256B,,
simple,consume_latency,36,601700,True,,256B,,
simple,consume_latency,37,613900,True,,256B,,
simple,consume_latency,38,614800,True,,256B,,
simple,consume_latency,39,605800,True,,256B,,
simple,consume_latency,40,635800,True,,256B,,
simple,consume_latency,41,728400,True,,256B,,
simple,consume_latency,42,609500,True,,256B,,
simple,consume_latency,43,630200,True,,256B,,
simple,consume_latency,44,633200,True,,256B,,
simple,consume_latency,45,632900,True,,256B,,
simple,consume_latency,46,768100,True,,256B,,
simple,consume_latency,47,695100,True,,256B,,
simple,consume_latency,48,621600,True,,256B,,
simple,consume_latency,49,913800,True,,256B,,
simple,consume_latency,0,624900,True,,1KB,,
simple,consume_latency,1,697400,True,,1KB,,
simple,consume_latency,2,631600,True,,1KB,,
simple,consume_latency,3,601800,True,,1KB,,
simple,consume_latency,4,606400,True,,1KB,,
simple,consume_latency,5,592800,True,,1KB,,
simple,consume_latency,6,616300,True,,1KB,,
simple,consume_latency,7,619500,True,,1KB,,
simple,consume_latency,8,637200,True,,1KB,,
simple,consume_latency,9,621500,True,,1KB,,
simple,consume_latency,10,636700,True,,1KB,,
simple,consume_latency,11,626700,True,,1KB,,
simple,consume_latency,12,621900,True,,1KB,,
simple,consume_latency,13,622700,True,,1KB,,
simple,consume_latency,14,664900,True,,1KB,,
simple,consume_latency,15,640500,True,,1KB,,
simple,consume_latency,16,609100,True,,1KB,,
simple,consume_latency,17,1055900,True,,1KB,,
simple,consume_latency,18,658900,True,,1KB,,
simple,consume_latency,19,681000,True,,1KB,,
simple,consume_latency,20,714600,True,,1KB,,
simple,consume_latency,21,607000,True,,1KB,,
simple,consume_latency,22,617400,True,,1KB,,
simple,consume_latency,23,608600,True,,1KB,,
simple,consume_latency,24,612400,True,,1KB,,
simple,consume_latency,25,871200,True,,1KB,,
simple,consume_latency,26,644200,True,,1KB,,
simple,consume_latency,27,634100,True,,1KB,,
simple,consume_latency,28,616400,True,,1KB,,
simple,consume_latency,29,603600,True,,1KB,,
simple,consume_latency,30,601300,True,,1KB,,
simple,consume_latency,31,614900,True,,1KB,,
simple,consume_latency,32,656100,True,,1KB,,
simple,consume_latency,33,618200,True,,1KB,,
simple,consume_latency,34,608100,True,,1KB,,
simple,consume_latency,35,618600,True,,1KB,,
simple,consume_latency,36,605800,True,,1KB,,
simple,consume_latency,37,679200,True,,1KB,,
simple,consume_latency,38,704300,True,,1KB,,
simple,consume_latency,39,636600,True,,1KB,,
simple,consume_latency,40,633800,True,,1KB,,
simple,consume_latency,41,618300,True,,1KB,,
simple,consume_latency,42,609200,True,,1KB,,
simple,consume_latency,43,626700,True,,1KB,,
simple,consume_latency,44,643200,True,,1KB,,
simple,consume_latency,45,648400,True,,1KB,,
simple,consume_latency,46,628200,True,,1KB,,
simple,consume_latency,47,628300,True,,1KB,,
simple,consume_latency,48,643700,True,,1KB,,
simple,consume_latency,49,1005600,True,,1KB,,
simple,consume_latency,0,616600,True,,2KB,,
simple,consume_latency,1,657900,True,,2KB,,
simple,consume_latency,2,639600,True,,2KB,,
simple,consume_latency,3,606800,True,,2KB,,
simple,consume_latency,4,644300,True,,2KB,,
simple,consume_latency,5,631600,True,,2KB,,
simple,consume_latency,6,634000,True,,2KB,,
simple,consume_latency,7,633200,True,,2KB,,
simple,consume_latency,8,616500,True,,2KB,,
simple,consume_latency,9,609300,True,,2KB,,
simple,consume_latency,10,625900,True,,2KB,,
simple,consume_latency,11,667400,True,,2KB,,
simple,consume_latency,12,623700,True,,2KB,,
simple,consume_latency,13,641300,True,,2KB,,
simple,consume_latency,14,630700,True,,2KB,,
simple,consume_latency,15,646100,True,,2KB,,
simple,consume_latency,16,610200,True,,2KB,,
simple,consume_latency,17,633200,True,,2KB,,
simple,consume_latency,18,635400,True,,2KB,,
simple,consume_latency,19,628500,True,,2KB,,
simple,consume_latency,20,679100,True,,2KB,,
simple,consume_latency,21,639800,True,,2KB,,
simple,consume_latency,22,677700,True,,2KB,,
simple,consume_latency,23,641100,True,,2KB,,
simple,consume_latency,24,655200,True,,2KB,,
simple,consume_latency,25,660000,True,,2KB,,
simple,consume_latency,26,710300,True,,2KB,,
simple,consume_latency,27,627300,True,,2KB,,
simple,consume_latency,28,624600,True,,2KB,,
simple,consume_latency,29,659700,True,,2KB,,
simple,consume_latency,30,632800,True,,2KB,,
simple,consume_latency,31,611400,True,,2KB,,
simple,consume_latency,32,626100,True,,2KB,,
simple,consume_latency,33,621100,True,,2KB,,
simple,consume_latency,34,626600,True,,2KB,,
simple,consume_latency,35,633700,True,,2KB,,
simple,consume_latency,36,660600,True,,2KB,,
simple,consume_latency,37,684000,True,,2KB,,
simple,consume_latency,38,693900,True,,2KB,,
simple,consume_latency,39,722800,True,,2KB,,
simple,consume_latency,40,680200,True,,2KB,,
simple,consume_latency,41,678000,True,,2KB,,
simple,consume_latency,42,974400,True,,2KB,,
simple,consume_latency,43,750300,True,,2KB,,
simple,consume_latency,44,720900,True,,2KB,,
simple,consume_latency,45,928000,True,,2KB,,
simple,consume_latency,46,740300,True,,2KB,,
simple,consume_latency,47,635800,True,,2KB,,
simple,consume_latency,48,674400,True,,2KB,,
simple,consume_latency,49,1305000,True,,2KB,,
simple,publish_throughput,0,39489200,True,,256B,,
simple,publish_throughput,1,28435100,True,,256B,,
simple,publish_throughput,2,28566500,True,,256B,,
simple,publish_throughput,3,31815900,True,,256B,,
simple,publish_throughput,4,77841800,True,,256B,,
simple,publish_throughput,0,39570000,True,,1KB,,
simple,publish_throughput,1,51119800,True,,1KB,,
simple,publish_throughput,2,31248100,True,,1KB,,
simple,publish_throughput,3,28881500,True,,1KB,,
simple,publish_throughput,4,30902800,True,,1KB,,
simple,publish_throughput,0,34985600,True,,2KB,,
simple,publish_throughput,1,29660100,True,,2KB,,
simple,publish_throughput,2,36811300,True,,2KB,,
simple,publish_throughput,3,45010700,True,,2KB,,
simple,publish_throughput,4,54919100,True,,2KB,,
simple,consume_throughput,0,77354800,True,,256B,,
simple,consume_throughput,1,70185200,True,,256B,,
simple,consume_throughput,2,64964100,True,,256B,,
simple,consume_throughput,3,64207700,True,,256B,,
simple,consume_throughput,4,64501700,True,,256B,,
simple,consume_throughput,0,65663400,True,,1KB,,
simple,consume_throughput,1,66866600,True,,1KB,,
simple,consume_throughput,2,70627500,True,,1KB,,
simple,consume_throughput,3,66265300,True,,1KB,,
simple,consume_throughput,4,69420900,True,,1KB,,
simple,consume_throughput,0,67482600,True,,2KB,,
simple,consume_throughput,1,69503100,True,,2KB,,
simple,consume_throughput,2,68955000,True,,2KB,,
simple,consume_throughput,3,68864700,True,,2KB,,
simple,consume_throughput,4,66231300,True,,2KB,,
simple,consume_throughput_get,0,312199000,True,,256B,500.0,
simple,consume_throughput_get,1,314279900,True,,256B,500.0,
simple,consume_throughput_get,2,320928400,True,,256B,500.0,
simple,consume_throughput_get,3,312516600,True,,256B,500.0,
simple,consume_throughput_get,4,314094400,True,,256B,500.0,
simple,consume_throughput_get,0,328148800,True,,1KB,500.0,
simple,consume_throughput_get,1,323936400,True,,1KB,500.0,
simple,consume_throughput_get,2,311421600,True,,1KB,500.0,
simple,consume_throughput_get,3,321328400,True,,1KB,500.0,
simple,consume_throughput_get,4,331794800,True,,1KB,500.0,
simple,consume_throughput_get,0,345538900,True,,2KB,500.0,
simple,consume_throughput_get,1,345163800,True,,2KB,500.0,
simple,consume_throughput_get,2,349369200,True,,2KB,500.0,
simple,consume_throughput_get,3,322824600,True,,2KB,500.0,
simple,consume_throughput_get,4,328931200,True,,2KB,500.0,
simple,round_trip,0,1979600,True,,256B,,
simple,round_trip,1,1921000,True,,256B,,
simple,round_trip,2,1852000,True,,256B,,
simple,round_trip,3,2283900,True,,256B,,
simple,round_trip,4,1951200,True,,256B,,
simple,round_trip,5,1905700,True,,256B,,
simple,round_trip,6,1931800,True,,256B,,
simple,round_trip,7,2027100,True,,256B,,
simple,round_trip,8,1945000,True,,256B,,
simple,round_trip,9,1889100,True,,256B,,
simple,round_trip,10,1987300,True,,256B,,
simple,round_trip,11,1903100,True,,256B,,
simple,round_trip,12,1880200,True,,256B,,
simple,round_trip,13,1920900,True,,256B,,
simple,round_trip,14,2094700,True,,256B,,
simple,round_trip,15,1845700,True,,256B,,
simple,round_trip,16,1879800,True,,256B,,
simple,round_trip,17,1902700,True,,256B,,
simple,round_trip,18,1877100,True,,256B,,
simple,round_trip,19,1818100,True,,256B,,
simple,round_trip,20,1819200,True,,256B,,
simple,round_trip,21,2035100,True,,256B,,
simple,round_trip,22,1834200,True,,256B,,
simple,round_trip,23,1860700,True,,256B,,
simple,round_trip,24,1894000,True,,256B,,
simple,round_trip,25,2009600,True,,256B,,
